,logline,timestamp,Action,ID,cluster_id
1010,"initUserPrivacy the userPrivacy switch is open, start push user data!",2017-12-23 22:32:28.801,HiH_HiSyncControl,30002312,3
1011,initUserPrivacy the userPrivacy is true,2017-12-23 22:32:28.801,HiH_,30002312,5
1012,ifCanSync not! no cloud version,2017-12-23 22:32:28.801,HiH_HiSyncControl,30002312,3
1013,sendSyncFailedBroadcast,2017-12-23 22:32:28.801,HiH_HiBroadcastUtil,30002312,5
1014,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:33:00.103,Step_LSC,30002312,0
1015,onStandStepChanged 3761,2017-12-23 22:33:09.926,Step_LSC,30002312,0
1016,onExtend:1514039590000 0 0 5,2017-12-23 22:33:09.938,Step_LSC,30002312,0
1017, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276,2017-12-23 22:33:10.228,Step_SPUtils,30002312,2
1018,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,2017-12-23 22:33:10.229,Step_SPUtils,30002312,2
1019,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:33:10.244,Step_ExtSDM,30002312,1
1020,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:33:10.248,Step_ExtSDM,30002312,1
1021,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:33:30.315,Step_StandReportReceiver,30002312,4
1022,onStandStepChanged 3761,2017-12-23 22:33:46.274,Step_LSC,30002312,0
1023,onExtend:1514039626000 0 0 0,2017-12-23 22:33:46.279,Step_LSC,30002312,0
1024,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:33:46.301,Step_StandReportReceiver,30002312,4
1025,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:33:46.303,Step_LSC,30002312,0
1026,flush sensor data,2017-12-23 22:33:46.303,Step_StandStepCounter,30002312,4
1027, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547,2017-12-23 22:33:46.304,Step_SPUtils,30002312,2
1028,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,2017-12-23 22:33:46.304,Step_SPUtils,30002312,2
1029,onStandStepChanged 3761,2017-12-23 22:33:46.305,Step_LSC,30002312,0
1030,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:33:46.311,Step_ExtSDM,30002312,1
1031,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:33:46.314,Step_ExtSDM,30002312,1
1032,REPORT : 7189 5132 153988 240,2017-12-23 22:33:46.315,Step_StandReportReceiver,30002312,4
1033,onStandStepChanged 3761,2017-12-23 22:33:46.405,Step_LSC,30002312,0
1034,onExtend:1514039626000 0 0 0,2017-12-23 22:33:46.406,Step_LSC,30002312,0
1035, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270623,2017-12-23 22:33:46.616,Step_SPUtils,30002312,2
1036,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,2017-12-23 22:33:46.616,Step_SPUtils,30002312,2
1037,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:33:46.622,Step_ExtSDM,30002312,1
1038,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:33:46.624,Step_ExtSDM,30002312,1
1039,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:34:00.126,Step_LSC,30002312,0
1040,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:35:00.490,Step_LSC,30002312,0
1041,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:36:00.138,Step_LSC,30002312,0
1042,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:37:00.122,Step_LSC,30002312,0
1043,onStandStepChanged 3761,2017-12-23 22:37:14.939,Step_LSC,30002312,0
1044,onExtend:1514039834000 0 0 5,2017-12-23 22:37:14.951,Step_LSC,30002312,0
1045, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270935,2017-12-23 22:37:15.240,Step_SPUtils,30002312,2
1046,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,2017-12-23 22:37:15.240,Step_SPUtils,30002312,2
1047,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:37:15.249,Step_ExtSDM,30002312,1
1048,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:37:15.253,Step_ExtSDM,30002312,1
1049,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:37:37.466,Step_StandReportReceiver,30002312,4
1050,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:38:31.368,Step_LSC,30002312,0
1051,onStandStepChanged 3761,2017-12-23 22:39:25.260,Step_LSC,30002312,0
1052,onExtend:1514039857000 0 0 5,2017-12-23 22:39:25.264,Step_LSC,30002312,0
1053,onExtend:1514039917000 0 0 5,2017-12-23 22:39:25.265,Step_LSC,30002312,0
1054,onExtend:1514039977000 0 0 0,2017-12-23 22:39:25.265,Step_LSC,30002312,0
1055,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:39:25.300,Step_StandReportReceiver,30002312,4
1056,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:39:25.301,Step_LSC,30002312,0
1057,flush sensor data,2017-12-23 22:39:25.301,Step_StandStepCounter,30002312,4
1058, getTodayTotalDetailSteps = 1514039760000##7189##549659##8661##16256##28479559,2017-12-23 22:39:25.301,Step_SPUtils,30002312,2
1059,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,2017-12-23 22:39:25.302,Step_SPUtils,30002312,2
1060,onStandStepChanged 3761,2017-12-23 22:39:25.306,Step_LSC,30002312,0
1061,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:39:25.310,Step_ExtSDM,30002312,1
1062,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:39:25.313,Step_ExtSDM,30002312,1
1063,REPORT : 7189 5132 153988 240,2017-12-23 22:39:25.314,Step_StandReportReceiver,30002312,4
1064,onStandStepChanged 3761,2017-12-23 22:39:25.402,Step_LSC,30002312,0
1065,onExtend:1514039965000 0 0 0,2017-12-23 22:39:25.406,Step_LSC,30002312,0
1066,"timeStamp back,extendReportTimeStamp=1514039977000",2017-12-23 22:39:25.406,Step_LSC,30002312,0
1067,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:39:25.446,Step_LSC,30002312,0
1068, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609620,2017-12-23 22:39:25.614,Step_SPUtils,30002312,2
1069,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,2017-12-23 22:39:25.614,Step_SPUtils,30002312,2
1070,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:39:25.625,Step_ExtSDM,30002312,1
1071,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:39:25.628,Step_ExtSDM,30002312,1
1072,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:40:00.151,Step_LSC,30002312,0
1073,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:41:00.151,Step_LSC,30002312,0
1074,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:42:00.137,Step_LSC,30002312,0
1075,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:43:00.960,Step_LSC,30002312,0
1076,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:44:00.470,Step_LSC,30002312,0
1077,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:45:00.940,Step_LSC,30002312,0
1078,onStandStepChanged 3761,2017-12-23 22:45:48.956,Step_LSC,30002312,0
1079,onExtend:1514040348000 0 0 5,2017-12-23 22:45:48.970,Step_LSC,30002312,0
1080, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609933,2017-12-23 22:45:49.258,Step_SPUtils,30002312,2
1081,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,2017-12-23 22:45:49.259,Step_SPUtils,30002312,2
1082,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:45:49.273,Step_ExtSDM,30002312,1
1083,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:45:49.278,Step_ExtSDM,30002312,1
1084,onStandStepChanged 3761,2017-12-23 22:45:54.954,Step_LSC,30002312,0
1085,onExtend:1514040354000 0 0 0,2017-12-23 22:45:54.974,Step_LSC,30002312,0
1086, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28993578,2017-12-23 22:45:55.256,Step_SPUtils,30002312,2
1087,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,2017-12-23 22:45:55.257,Step_SPUtils,30002312,2
1088,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:45:55.268,Step_ExtSDM,30002312,1
1089,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:45:55.272,Step_ExtSDM,30002312,1
1090,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:46:00.142,Step_LSC,30002312,0
1091,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:47:00.157,Step_LSC,30002312,0
1092,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:48:00.132,Step_LSC,30002312,0
1093,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:49:00.139,Step_LSC,30002312,0
1094,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:50:00.142,Step_LSC,30002312,0
1095,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:51:00.128,Step_LSC,30002312,0
1096,onStandStepChanged 3761,2017-12-23 22:51:02.965,Step_LSC,30002312,0
1097,onExtend:1514040662000 0 0 5,2017-12-23 22:51:02.978,Step_LSC,30002312,0
1098, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28999575,2017-12-23 22:51:03.266,Step_SPUtils,30002312,2
1099,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,2017-12-23 22:51:03.266,Step_SPUtils,30002312,2
1100,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:51:03.275,Step_ExtSDM,30002312,1
1101,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:51:03.278,Step_ExtSDM,30002312,1
1102,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:51:24.638,Step_StandReportReceiver,30002312,4
1103,onStandStepChanged 3761,2017-12-23 22:51:37.252,Step_LSC,30002312,0
1104,onExtend:1514040697000 0 0 0,2017-12-23 22:51:37.260,Step_LSC,30002312,0
1105,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:51:37.290,Step_StandReportReceiver,30002312,4
1106,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:51:37.292,Step_LSC,30002312,0
1107,flush sensor data,2017-12-23 22:51:37.292,Step_StandStepCounter,30002312,4
1108, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29307585,2017-12-23 22:51:37.292,Step_SPUtils,30002312,2
1109,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,2017-12-23 22:51:37.293,Step_SPUtils,30002312,2
1110,onStandStepChanged 3761,2017-12-23 22:51:37.295,Step_LSC,30002312,0
1111,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:51:37.302,Step_ExtSDM,30002312,1
1112,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:51:37.306,Step_ExtSDM,30002312,1
1113,REPORT : 7189 5132 153988 240,2017-12-23 22:51:37.307,Step_StandReportReceiver,30002312,4
1114,onStandStepChanged 3761,2017-12-23 22:51:37.393,Step_LSC,30002312,0
1115,onExtend:1514040697000 0 0 0,2017-12-23 22:51:37.394,Step_LSC,30002312,0
1116, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341612,2017-12-23 22:51:37.608,Step_SPUtils,30002312,2
1117,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,2017-12-23 22:51:37.608,Step_SPUtils,30002312,2
1118,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:51:37.615,Step_ExtSDM,30002312,1
1119,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:51:37.618,Step_ExtSDM,30002312,1
1120,onStandStepChanged 3761,2017-12-23 22:51:40.331,Step_LSC,30002312,0
1121,onExtend:1514040700000 0 0 0,2017-12-23 22:51:40.340,Step_LSC,30002312,0
1122, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341927,2017-12-23 22:51:40.632,Step_SPUtils,30002312,2
1123,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,2017-12-23 22:51:40.632,Step_SPUtils,30002312,2
1124,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:51:40.641,Step_ExtSDM,30002312,1
1125,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:51:40.644,Step_ExtSDM,30002312,1
1126,onStandStepChanged 3761,2017-12-23 22:51:48.980,Step_LSC,30002312,0
1127,onExtend:1514040708000 0 0 5,2017-12-23 22:51:48.993,Step_LSC,30002312,0
1128, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29344951,2017-12-23 22:51:49.282,Step_SPUtils,30002312,2
1129,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,2017-12-23 22:51:49.283,Step_SPUtils,30002312,2
1130,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:51:49.298,Step_ExtSDM,30002312,1
1131,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:51:49.315,Step_ExtSDM,30002312,1
1132,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:52:00.146,Step_LSC,30002312,0
1133,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:52:08.790,Step_StandReportReceiver,30002312,4
1134,onStandStepChanged 3761,2017-12-23 22:52:45.412,Step_LSC,30002312,0
1135,onExtend:1514040766000 0 0 5,2017-12-23 22:52:45.415,Step_LSC,30002312,0
1136,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:52:45.485,Step_StandReportReceiver,30002312,4
1137,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:52:45.486,Step_LSC,30002312,0
1138,flush sensor data,2017-12-23 22:52:45.486,Step_StandStepCounter,30002312,4
1139, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29353602,2017-12-23 22:52:45.487,Step_SPUtils,30002312,2
1140,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,2017-12-23 22:52:45.487,Step_SPUtils,30002312,2
1141,onStandStepChanged 3761,2017-12-23 22:52:45.487,Step_LSC,30002312,0
1142,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:52:45.494,Step_ExtSDM,30002312,1
1143,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:52:45.497,Step_ExtSDM,30002312,1
1144,REPORT : 7189 5132 153988 240,2017-12-23 22:52:45.498,Step_StandReportReceiver,30002312,4
1145,onStandStepChanged 3761,2017-12-23 22:52:45.587,Step_LSC,30002312,0
1146,onExtend:1514040766000 0 0 5,2017-12-23 22:52:45.588,Step_LSC,30002312,0
1147, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29409806,2017-12-23 22:52:45.800,Step_SPUtils,30002312,2
1148,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120,2017-12-23 22:52:45.802,Step_SPUtils,30002312,2
1149,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:52:45.810,Step_ExtSDM,30002312,1
1150,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:52:45.813,Step_ExtSDM,30002312,1
1151,onStandStepChanged 3761,2017-12-23 22:52:45.985,Step_LSC,30002312,0
1152,onExtend:1514040766000 0 0 0,2017-12-23 22:52:45.987,Step_LSC,30002312,0
1153, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410120,2017-12-23 22:52:46.286,Step_SPUtils,30002312,2
1154,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605,2017-12-23 22:52:46.287,Step_SPUtils,30002312,2
1155,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:52:46.296,Step_ExtSDM,30002312,1
1156,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:52:46.301,Step_ExtSDM,30002312,1
1157,onStandStepChanged 3761,2017-12-23 22:52:51.987,Step_LSC,30002312,0
1158,onExtend:1514040772000 0 0 5,2017-12-23 22:52:51.993,Step_LSC,30002312,0
1159, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410605,2017-12-23 22:52:52.287,Step_SPUtils,30002312,2
1160,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29416607,2017-12-23 22:52:52.288,Step_SPUtils,30002312,2
1161,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:52:52.301,Step_ExtSDM,30002312,1
1162,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:52:52.306,Step_ExtSDM,30002312,1
1163,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:52:55.718,Step_StandReportReceiver,30002312,4
1164,onStandStepChanged 3761,2017-12-23 22:53:01.177,Step_LSC,30002312,0
1165,onExtend:1514040776000 0 0 5,2017-12-23 22:53:01.185,Step_LSC,30002312,0
1166,onExtend:1514040836000 0 0 0,2017-12-23 22:53:01.185,Step_LSC,30002312,0
1167,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:53:01.211,Step_StandReportReceiver,30002312,4
1168,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:53:01.213,Step_LSC,30002312,0
1169,flush sensor data,2017-12-23 22:53:01.213,Step_StandStepCounter,30002312,4
1170, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29416607,2017-12-23 22:53:01.214,Step_SPUtils,30002312,2
1171,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425533,2017-12-23 22:53:01.215,Step_SPUtils,30002312,2
1172,onStandStepChanged 3761,2017-12-23 22:53:01.218,Step_LSC,30002312,0
1173,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:53:01.219,Step_ExtSDM,30002312,1
1174,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:53:01.226,Step_ExtSDM,30002312,1
1175,REPORT : 7189 5132 153988 240,2017-12-23 22:53:01.227,Step_StandReportReceiver,30002312,4
1176,onStandStepChanged 3761,2017-12-23 22:53:01.315,Step_LSC,30002312,0
1177,onExtend:1514040781000 0 0 0,2017-12-23 22:53:01.320,Step_LSC,30002312,0
1178,"timeStamp back,extendReportTimeStamp=1514040836000",2017-12-23 22:53:01.320,Step_LSC,30002312,0
1179,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:53:01.325,Step_LSC,30002312,0
1180, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425533,2017-12-23 22:53:01.528,Step_SPUtils,30002312,2
1181,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425847,2017-12-23 22:53:01.529,Step_SPUtils,30002312,2
1182,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:53:01.539,Step_ExtSDM,30002312,1
1183,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:53:01.544,Step_ExtSDM,30002312,1
1184,onStandStepChanged 3761,2017-12-23 22:53:06.996,Step_LSC,30002312,0
1185,onExtend:1514040786000 0 0 5,2017-12-23 22:53:07.600,Step_LSC,30002312,0
1186, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425847,2017-12-23 22:53:07.299,Step_SPUtils,30002312,2
1187,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29431618,2017-12-23 22:53:07.299,Step_SPUtils,30002312,2
1188,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:53:07.309,Step_ExtSDM,30002312,1
1189,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:53:07.314,Step_ExtSDM,30002312,1
1190,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:53:11.351,Step_StandReportReceiver,30002312,4
1191,onStandStepChanged 3761,2017-12-23 22:53:12.698,Step_LSC,30002312,0
1192,onExtend:1514040793000 0 0 5,2017-12-23 22:53:12.704,Step_LSC,30002312,0
1193,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:53:12.714,Step_StandReportReceiver,30002312,4
1194,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:53:12.716,Step_LSC,30002312,0
1195,flush sensor data,2017-12-23 22:53:12.716,Step_StandStepCounter,30002312,4
1196, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29431618,2017-12-23 22:53:12.718,Step_SPUtils,30002312,2
1197,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437037,2017-12-23 22:53:12.718,Step_SPUtils,30002312,2
1198,onStandStepChanged 3761,2017-12-23 22:53:12.720,Step_LSC,30002312,0
1199,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:53:12.731,Step_ExtSDM,30002312,1
1200,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:53:12.737,Step_ExtSDM,30002312,1
1201,REPORT : 7189 5132 153988 240,2017-12-23 22:53:12.737,Step_StandReportReceiver,30002312,4
1202,onStandStepChanged 3761,2017-12-23 22:53:12.818,Step_LSC,30002312,0
1203,onExtend:1514040793000 0 0 5,2017-12-23 22:53:12.820,Step_LSC,30002312,0
1204,onStandStepChanged 3761,2017-12-23 22:53:13.150,Step_LSC,30002312,0
1205,onExtend:1514040793000 0 0 0,2017-12-23 22:53:13.160,Step_LSC,30002312,0
1206, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29437037,2017-12-23 22:53:13.380,Step_SPUtils,30002312,2
1207,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437358,2017-12-23 22:53:13.390,Step_SPUtils,30002312,2
1208,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:53:13.450,Step_ExtSDM,30002312,1
1209,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:53:13.480,Step_ExtSDM,30002312,1
1210,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:54:00.118,Step_LSC,30002312,0
1211,onStandStepChanged 3761,2017-12-23 22:54:55.200,Step_LSC,30002312,0
1212,onExtend:1514040895000 0 0 5,2017-12-23 22:54:55.290,Step_LSC,30002312,0
1213, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29437358,2017-12-23 22:54:55.330,Step_SPUtils,30002312,2
1214,setTodayTotalDetailSteps=1514040780000##7189##549659##8661##16256##29539649,2017-12-23 22:54:55.331,Step_SPUtils,30002312,2
1215,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:54:55.346,Step_ExtSDM,30002312,1
1216,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:54:55.361,Step_ExtSDM,30002312,1
1217,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:55:00.140,Step_LSC,30002312,0
1218,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:55:20.126,Step_StandReportReceiver,30002312,4
1219,onStandStepChanged 3761,2017-12-23 22:55:55.699,Step_LSC,30002312,0
1220,onExtend:1514040956000 0 0 5,2017-12-23 22:55:55.702,Step_LSC,30002312,0
1221,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:55:55.730,Step_StandReportReceiver,30002312,4
1222,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:55:55.733,Step_LSC,30002312,0
1223,flush sensor data,2017-12-23 22:55:55.733,Step_StandStepCounter,30002312,4
1224, getTodayTotalDetailSteps = 1514040780000##7189##549659##8661##16256##29539649,2017-12-23 22:55:55.734,Step_SPUtils,30002312,2
1225,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600053,2017-12-23 22:55:55.735,Step_SPUtils,30002312,2
1226,onStandStepChanged 3761,2017-12-23 22:55:55.735,Step_LSC,30002312,0
1227,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:55:55.746,Step_ExtSDM,30002312,1
1228,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:55:55.748,Step_ExtSDM,30002312,1
1229,REPORT : 7189 5132 153988 240,2017-12-23 22:55:55.748,Step_StandReportReceiver,30002312,4
1230,onStandStepChanged 3761,2017-12-23 22:55:55.834,Step_LSC,30002312,0
1231,onExtend:1514040956000 0 0 5,2017-12-23 22:55:55.835,Step_LSC,30002312,0
1232,onStandStepChanged 3761,2017-12-23 22:55:56.240,Step_LSC,30002312,0
1233,onExtend:1514040956000 0 0 0,2017-12-23 22:55:56.270,Step_LSC,30002312,0
1234, getTodayTotalDetailSteps = 1514040840000##7189##549659##8661##16256##29600053,2017-12-23 22:55:56.530,Step_SPUtils,30002312,2
1235,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600372,2017-12-23 22:55:56.530,Step_SPUtils,30002312,2
1236,calculateCaloriesWithCache totalCalories=130673,2017-12-23 22:55:56.620,Step_ExtSDM,30002312,1
1237,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:55:56.640,Step_ExtSDM,30002312,1
1238,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:56:00.140,Step_LSC,30002312,0
1239,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:56:06.185,Step_StandReportReceiver,30002312,4
1240,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:57:46.409,Step_LSC,30002312,0
1241,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:59:36.579,Step_LSC,30002312,0
1242,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 23:01:05.778,Step_LSC,30002312,0
1243,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 23:02:31.995,Step_LSC,30002312,0
1244,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 23:03:16.894,Step_LSC,30002312,0
1245,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 23:05:07.189,Step_LSC,30002312,0
1246,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 23:06:07.350,Step_LSC,30002312,0
1247,onStandStepChanged 3761,2017-12-23 23:07:06.750,Step_LSC,30002312,0
1248,onExtend:1514040966000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1249,onExtend:1514041026000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1250,onExtend:1514041086000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1251,onExtend:1514041146000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1252,onExtend:1514041206000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1253,onExtend:1514041266000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1254,onExtend:1514041326000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1255,onExtend:1514041386000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1256,onExtend:1514041446000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1257,onExtend:1514041506000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1258,onExtend:1514041566000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1259,onExtend:1514041626000 0 0 5,2017-12-23 23:07:06.860,Step_LSC,30002312,0
1260,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 23:07:06.124,Step_StandReportReceiver,30002312,4
